Recency,Frequency,Monetary,TotalItems,AvgOrderValue
290,1,200.10000000000002,114,200.10000000000002
294,1,114.68,56,114.68
90,2,364.04,384,182.02
34,1,6.2,2,6.2
1,5,826.6899999999999,361,165.338
136,1,131.45000000000002,17,131.45000000000002
27,15,7176.37,5295,478.42466666666667
23,3,173.74,150,57.913333333333334
21,1,157.7,146,157.7
18,12,4331.79,3644,360.9825
31,1,189.34,173,189.34
132,3,845.55,370,281.84999999999997
23,2,245.65,69,122.825
45,1,193.39000000000001,330,193.39000000000001
10,8,2718.6,2120,339.825
11,11,2085.33,1015,189.57545454545453
340,2,152.88,66,76.44
7,2,778.5,744,389.25
167,1,271.85,5,271.85
170,2,1110.34,655,555.17
44,3,657.8,324,219.26666666666665
34,2,272.07,109,136.035
4,3,381.29,203,127.09666666666668
337,1,48.800000000000004,20,48.800000000000004
150,3,321.43,88,107.14333333333333
3,3,811.01,373,270.33666666666664
33,9,1644.91,677,182.76777777777778
167,3,2139.76,2172,713.2533333333334
154,3,531.63,364,177.21
23,1,188.03,163,188.03
28,4,1195.14,492,298.785
60,4,1649.5,1436,412.375
238,1,62.85,31,62.85
23,6,3295.76,1778,549.2933333333334
14,4,2824.69,1166,706.1725
34,4,3189.81,1833,797.4525
119,1,309.4,120,309.4
7,23,7127.62,5050,309.89652173913043
282,1,325.75,293,325.75
226,1,206.13,139,206.13
28,6,2836.69,1747,472.7816666666667
181,1,214.5,34,214.5
48,7,2740.03,1820,391.4328571428572
89,2,645.65,267,322.825
6,3,1290.53,711,430.1766666666667
30,2,1173.12,464,586.56
50,2,927.12,463,463.56
22,1,125.79,117,125.79
119,1,304.09999999999997,430,304.09999999999997
342,1,37.2,96,37.2
9,9,13818.84,6471,1535.4266666666667
156,3,710.28,328,236.76
3,6,2193.36,1130,365.56
73,1,387.06,354,387.06
232,1,327.25,119,327.25
148,3,335.3,109,111.76666666666667
180,1,519.68,168,519.68
78,2,1465.3200000000002,558,732.6600000000001
6,8,1327.24,733,165.905
47,3,690.59,365,230.1966666666667
4,1,247.9,66,247.9
10,5,666.0699999999999,700,133.214
102,1,765.3199999999999,724,765.3199999999999
223,1,364.8,160,364.8
49,1,1862.0,1100,1862.0
177,1,369.2,184,369.2
306,1,135.9,90,135.9
224,1,125.65,51,125.65
118,2,554.38,505,277.19
55,1,655.75,265,655.75
10,16,9442.17,4091,590.135625
175,2,468.77000000000004,279,234.38500000000002
23,3,746.3199999999999,322,248.7733333333333
104,5,991.18,852,198.236
2,8,1226.47,570,153.30875
95,4,2398.62,1330,599.655
128,2,616.15,287,308.075
69,5,2608.18,1307,521.636
44,1,277.8,132,277.8
2,2,316.05,152,158.025
2,161,113444.13,65462,704.6219254658386
217,1,482.78999999999996,445,482.78999999999996
6,4,1227.43,1743,306.8575
61,2,307.48,112,153.74
41,4,1268.98,1136,317.245
86,2,1610.15,675,805.075
183,2,977.77,509,488.885
171,1,903.01,631,903.01
21,1,749.1,418,749.1
216,1,310.05,64,310.05
2,1,223.88,136,223.88
79,3,2362.96,1160,787.6533333333333
45,2,554.65,278,277.325
336,1,363.53,80,363.53
52,2,1890.94,1042,945.47
267,1,1784.71,935,1784.71
4,8,8137.02,4085,1017.1275
27,3,1621.88,484,540.6266666666667
47,9,4922.51,2465,546.9455555555555
42,2,290.82,179,145.41
41,5,834.27,569,166.85399999999998
49,1,311.69,311,311.69
30,11,8099.49,3355,736.3172727272727
223,1,58.49,34,58.49
117,3,483.72999999999996,128,161.2433333333333
34,4,695.42,494,173.855
141,1,88.3,20,88.3
51,8,5899.93,3251,737.49125
241,1,126.7,44,126.7
4,3,904.9300000000001,615,301.6433333333334
217,1,206.21,143,206.21
66,2,596.09,363,298.045
20,1,463.8,140,463.8
38,4,1592.06,250,398.015
5,3,1097.98,639,365.99333333333334
98,1,114.77,28,114.77
77,3,1314.45,369,438.15000000000003
7,1,89.94,37,89.94
27,1,279.94,380,279.94
27,6,774.86,232,129.14333333333335
42,5,1921.3700000000001,523,384.274
216,1,102.12,97,102.12
151,1,102.23,20,102.23
168,2,292.01,256,146.005
336,1,163.2,64,163.2
182,1,334.54,141,334.54
9,2,231.98000000000002,102,115.99000000000001
16,3,546.1999999999999,1120,182.06666666666663
140,2,414.87,258,207.435
18,1,490.52,218,490.52
86,4,1641.76,862,410.44
117,1,1220.38,622,1220.38
2,26,5770.75,3803,221.95192307692307
21,1,475.43,285,475.43
129,1,156.91,69,156.91
6,1,308.94,184,308.94
24,2,405.04,225,202.52
13,2,257.67,149,128.835
143,1,170.04,76,170.04
4,1,125.58,63,125.58
9,3,496.21000000000004,189,165.40333333333334
237,1,252.81,150,252.81
56,6,1385.3600000000001,630,230.89333333333335
17,1,317.88,228,317.88
9,10,6009.87,2493,600.987
30,7,1052.73,568,150.39000000000001
3,1,361.96,184,361.96
50,3,464.2,225,154.73333333333332
1,4,1066.1499999999999,565,266.53749999999997
13,3,512.43,397,170.80999999999997
42,2,518.28,372,259.14
80,2,261.79,115,130.895
226,3,4959.1,2968,1653.0333333333335
9,8,2113.04,1272,264.13
40,6,3264.41,1662,544.0683333333333
60,1,252.73000000000002,245,252.73000000000002
42,3,429.56,316,143.18666666666667
29,6,685.74,212,114.29
2,44,19338.59,8936,439.5134090909091
140,1,179.93,103,179.93
169,1,135.93,30,135.93
1,1,537.0,300,537.0
9,16,6783.66,2061,423.97875
122,2,735.66,114,367.83
16,13,4362.58,2767,335.58307692307693
240,1,343.62,222,343.62
35,4,381.0,192,95.25
244,1,121.17000000000002,63,121.17000000000002
41,2,1278.78,917,639.39
19,2,1137.68,886,568.84
289,1,207.73000000000002,79,207.73000000000002
126,2,478.6,514,239.3
10,1,168.42,111,168.42
245,2,1489.5,668,744.75
20,9,1633.14,858,181.46
11,9,1337.72,604,148.63555555555556
5,45,46967.479999999996,25495,1043.7217777777778
41,4,987.86,763,246.965
183,1,370.79999999999995,56,370.79999999999995
8,4,3158.13,1383,789.5325
23,1,893.59,317,893.59
48,3,1744.76,954,581.5866666666667
16,2,553.36,364,276.68
149,1,1109.53,520,1109.53
343,1,106.2,36,106.2
64,2,982.07,269,491.035
156,2,861.96,428,430.98
75,1,735.67,431,735.67
48,1,773.03,447,773.03
143,1,880.85,571,880.85
4,28,8612.470000000001,4339,307.58821428571434
183,4,895.61,389,223.9025
36,4,416.55,165,104.1375
227,1,88.2,38,88.2
252,1,306.94,470,306.94
37,1,864.19,340,864.19
15,4,2182.93,1218,545.7325
278,1,381.32,208,381.32
38,1,480.71,346,480.71
185,2,457.81,135,228.905
87,5,4027.1,3279,805.42
74,4,1370.6,1079,342.65
13,1,219.39000000000001,120,219.39000000000001
152,3,39916.5,121,13305.5
54,1,410.48,343,410.48
304,3,876.0,80,292.0
329,1,102.28,34,102.28
1,2,703.36,329,351.68
167,2,993.54,635,496.77
37,4,1717.57,1019,429.3925
35,4,1302.46,1059,325.615
281,6,319.5,169,53.25
112,3,1159.25,490,386.4166666666667
216,1,484.95,131,484.95
15,3,680.4000000000001,180,226.80000000000004
37,2,1237.8,562,618.9
24,1,2142.4,1369,2142.4
41,9,2252.28,2532,250.25333333333336
28,3,1202.75,531,400.9166666666667
20,3,1202.03,1379,400.6766666666667
104,1,244.8,1440,244.8
216,1,266.4,88,266.4
104,1,358.82,296,358.82
20,2,457.72,199,228.86
84,3,1633.78,800,544.5933333333334
176,1,1069.47,509,1069.47
162,1,90.75,89,90.75
31,14,11170.48,5993,797.8914285714285
36,1,406.53,251,406.53
30,4,1471.0,1343,367.75
20,11,3447.4,1794,313.40000000000003
140,1,330.11,197,330.11
26,4,948.4300000000001,669,237.10750000000002
98,3,982.42,680,327.4733333333333
1,7,1236.6100000000001,817,176.65857142857143
209,1,139.05,43,139.05
66,1,582.9,374,582.9
210,2,178.96,208,89.48
22,7,2354.25,1572,336.32142857142856
16,1,498.74,365,498.74
196,1,259.45,150,259.45
13,15,5358.3,2534,357.22
14,3,1036.37,628,345.45666666666665
135,2,1327.16,1473,663.58
210,1,623.5,366,623.5
104,1,520.8000000000001,128,520.8000000000001
3,9,4998.74,3438,555.4155555555556
19,9,3328.54,1830,369.8377777777778
1,1,329.25,198,329.25
45,1,254.28,89,254.28
4,1,317.8,268,317.8
124,2,1505.37,1910,752.685
15,1,401.40000000000003,198,401.40000000000003
20,25,14542.02,9138,581.6808
327,1,158.16,84,158.16
162,1,155.0,48,155.0
39,3,824.58,351,274.86
343,1,487.75,160,487.75
291,1,158.8,65,158.8
301,1,1289.5,290,1289.5
40,4,1247.95,1225,311.9875
293,1,135.75,145,135.75
42,1,224.14,454,224.14
230,1,40.5,30,40.5
24,4,1643.67,1516,410.9175
337,1,87.5,36,87.5
36,3,689.4799999999999,544,229.82666666666663
124,2,622.85,253,311.425
161,1,235.23000000000002,73,235.23000000000002
40,1,310.62,666,310.62
138,1,229.26,162,229.26
1,9,2978.06,1094,330.8955555555556
1,35,13771.57,5215,393.47342857142854
90,3,1044.32,918,348.1066666666666
31,1,499.32,144,499.32
2,14,6909.89,4945,493.56357142857144
223,2,773.25,202,386.625
62,2,193.64,120,96.82
29,4,1268.7,396,317.175
57,5,1236.54,1210,247.308
50,5,1517.72,1464,303.544
327,1,316.58,258,316.58
55,2,653.24,378,326.62
70,3,236.7,90,78.89999999999999
1,4,662.52,268,165.63
195,1,331.18,228,331.18
30,2,894.4100000000001,240,447.20500000000004
211,1,101.8,36,101.8
289,2,328.35,272,164.175
9,5,1244.55,895,248.91
17,3,734.94,225,244.98000000000002
58,1,96.6,28,96.6
24,10,4949.21,2814,494.921
146,1,305.75,45,305.75
22,6,1778.96,1393,296.49333333333334
336,1,403.25,43,403.25
289,1,585.0,440,585.0
196,2,755.75,213,377.875
328,2,322.08,152,161.04
204,1,409.40000000000003,226,409.40000000000003
281,1,154.41,71,154.41
7,5,1219.4,750,243.88000000000002
36,4,3386.71,2255,846.6775
209,2,429.6,351,214.8
83,2,612.06,686,306.03
247,1,197.0,196,197.0
188,12,2247.51,1324,187.29250000000002
269,1,321.05,269,321.05
48,3,1328.72,983,442.9066666666667
65,2,772.78,577,386.39
49,1,461.79,373,461.79
15,5,1706.57,1369,341.31399999999996
37,8,1756.44,1818,219.555
44,1,316.68,185,316.68
35,2,631.57,405,315.785
104,3,2515.84,1784,838.6133333333333
208,2,514.15,247,257.075
92,1,356.0,160,356.0
2,13,6688.46,3577,514.496923076923
11,10,10121.11,5927,1012.1110000000001
6,2,740.78,522,370.39
59,3,640.6,600,213.53333333333333
97,1,300.36,275,300.36
37,1,890.85,489,890.85
119,1,98.45,55,98.45
253,1,317.15,46,317.15
139,2,623.16,142,311.58
70,7,1810.77,885,258.68142857142857
105,1,254.82,270,254.82
294,1,178.95000000000002,73,178.95000000000002
77,1,156.51,89,156.51
34,1,393.74,265,393.74
121,2,1506.1200000000001,612,753.0600000000001
308,1,119.3,18,119.3
13,4,1587.76,848,396.94
88,5,1850.29,1017,370.058
7,13,2118.12,1047,162.9323076923077
27,2,721.94,310,360.97
8,1,615.14,498,615.14
36,1,128.63,61,128.63
17,1,255.89999999999998,205,255.89999999999998
325,1,290.51,189,290.51
142,1,113.12,154,113.12
29,9,2332.15,1211,259.1277777777778
20,1,240.55,55,240.55
41,1,340.98,176,340.98
13,5,2306.52,775,461.304
108,2,697.98,768,348.99
1,15,6405.51,3212,427.034
2,13,4305.18,1736,331.16769230769233
171,1,178.39,55,178.39
21,6,3672.86,1766,612.1433333333333
34,1,230.46,96,230.46
11,9,3834.52,2354,426.0577777777778
37,6,3907.01,2947,651.1683333333334
34,1,496.44,292,496.44
21,12,5049.95,2751,420.82916666666665
260,1,574.02,248,574.02
31,8,694.4000000000001,104,86.80000000000001
34,3,1174.35,810,391.45
66,1,205.3,37,205.3
244,1,310.47,175,310.47
5,80,52662.99,33220,658.287375
45,4,924.85,516,231.2125
80,1,52.0,25,52.0
169,1,327.97,313,327.97
34,2,570.5,862,285.25
297,1,165.0,100,165.0
254,1,204.5,175,204.5
14,1,267.13,326,267.13
41,3,2748.31,1181,916.1033333333334
56,1,679.68,416,679.68
74,1,161.74,231,161.74
304,1,311.71,386,311.71
23,1,208.75,116,208.75
9,3,1049.7,486,349.90000000000003
2,2,714.96,1312,357.48
336,4,1661.06,652,415.265
178,1,1028.56,344,1028.56
127,3,347.87,272,115.95666666666666
24,1,170.22,79,170.22
36,2,574.07,416,287.035
51,1,2020.52,812,2020.52
100,1,406.09,283,406.09
57,1,364.5,84,364.5
2,2,460.64,106,230.32
16,1,393.54,81,393.54
303,1,252.42000000000002,144,252.42000000000002
336,1,201.60000000000002,130,201.60000000000002
42,1,158.04,84,158.04
128,2,463.90999999999997,321,231.95499999999998
343,1,115.65,51,115.65
3,6,1624.55,604,270.7583333333333
225,2,770.12,341,385.06
23,1,126.25,21,126.25
1,10,2718.03,1643,271.803
5,20,7517.14,6400,375.857
10,1,427.93,223,427.93
332,1,418.92,336,418.92
343,1,326.0,144,326.0
66,2,913.19,493,456.595
52,4,1945.15,875,486.2875
45,2,602.51,621,301.255
27,4,1877.59,1057,469.3975
11,7,2386.05,830,340.86428571428576
107,1,2007.3999999999999,2924,2007.3999999999999
86,9,1686.9,354,187.43333333333334
99,1,168.0,126,168.0
10,3,1221.56,615,407.18666666666667
139,7,3703.29,2305,529.0414285714286
17,4,1304.96,322,326.24
184,2,596.85,171,298.425
55,5,4709.9,3305,941.9799999999999
140,2,642.41,596,321.205
10,1,316.88,161,316.88
156,1,394.14,446,394.14
240,1,140.54,88,140.54
142,1,500.0,400,500.0
59,2,665.46,716,332.73
251,1,124.10000000000001,94,124.10000000000001
48,3,1854.14,772,618.0466666666667
296,1,107.45,17,107.45
83,1,288.18,122,288.18
260,1,94.0,20,94.0
48,1,634.85,375,634.85
49,1,305.17,139,305.17
62,5,716.2,390,143.24
119,2,626.35,693,313.175
159,1,349.1,193,349.1
1,2,510.71000000000004,254,255.35500000000002
4,4,1046.74,552,261.685
234,1,267.18,106,267.18
54,8,3450.84,1200,431.355
40,3,991.26,406,330.42
141,1,190.53,108,190.53
7,2,421.5,250,210.75
283,1,559.61,551,559.61
35,4,3984.32,2090,996.08
55,1,508.8,284,508.8
29,4,950.36,500,237.59
293,2,97.7,38,48.85
8,1,43.5,101,43.5
224,2,383.34,554,191.67
3,4,966.16,435,241.54
3,3,1430.54,967,476.84666666666664
45,1,243.06,309,243.06
184,2,533.3,534,266.65
2,4,890.58,601,222.645
17,2,836.55,458,418.275
232,1,200.16,79,200.16
101,1,156.57999999999998,59,156.57999999999998
25,3,383.68,197,127.89333333333333
219,1,594.0,120,594.0
15,4,1665.3799999999999,831,416.34499999999997
10,1,335.85,187,335.85
234,1,113.5,58,113.5
301,1,155.17,85,155.17
283,1,494.64,232,494.64
155,2,647.7,516,323.85
41,2,403.08,220,201.54
6,6,1236.49,770,206.08166666666668
332,1,179.1,86,179.1
253,3,434.59000000000003,633,144.86333333333334
232,1,237.07,132,237.07
324,1,214.26,107,214.26
64,3,234.6,172,78.2
308,1,1044.65,348,1044.65
32,17,6568.179999999999,1009,386.36352941176466
55,1,334.53,246,334.53
115,2,402.56,235,201.28
21,2,467.51,155,233.755
20,2,538.55,153,269.275
83,1,371.56,251,371.56
28,5,1057.2,392,211.44
47,1,454.10999999999996,319,454.10999999999996
10,2,1399.92,575,699.96
86,1,905.5,303,905.5
6,7,4563.9,2133,651.9857142857143
131,4,225.26,291,56.315
27,2,2026.78,1740,1013.39
306,2,1268.13,578,634.065
63,1,91.32000000000001,73,91.32000000000001
28,2,790.9,398,395.45
65,6,3100.09,1646,516.6816666666667
44,1,487.74,327,487.74
3,5,1953.41,551,390.682
91,1,1119.88,1071,1119.88
290,1,970.6,528,970.6
13,25,11788.8,5401,471.55199999999996
51,1,406.02,154,406.02
60,8,6276.03,3875,784.50375
333,1,141.04,70,141.04
51,1,52.83,33,52.83
23,5,3610.96,2390,722.192
16,2,507.23,367,253.615
142,1,475.86,160,475.86
159,6,1000.27,440,166.71166666666667
301,1,250.0,2,250.0
8,4,735.6,225,183.9
126,2,121.0,68,60.5
3,19,14758.220000000001,5709,776.7484210526317
4,8,3076.89,1555,384.61125
15,3,62.43,27,20.81
203,1,267.03,293,267.03
34,8,1921.55,1263,240.19375
10,8,3000.2,1836,375.025
3,2,397.99,572,198.995
54,1,412.01000000000005,132,412.01000000000005
343,1,274.93,113,274.93
3,2,148.44,24,74.22
9,7,2249.44,898,321.34857142857146
224,1,229.33,123,229.33
37,10,3610.49,3142,361.049
120,3,1163.69,654,387.8966666666667
101,3,1204.59,369,401.53
52,2,554.74,183,277.37
143,4,502.9,135,125.725
133,1,110.92,29,110.92
84,1,85.13000000000001,49,85.13000000000001
258,1,127.86,86,127.86
90,7,2772.37,2212,396.05285714285714
24,2,288.96999999999997,162,144.48499999999999
10,13,4391.94,3610,337.84153846153845
47,3,1677.71,691,559.2366666666667
76,3,433.28,252,144.42666666666665
7,1,436.06,218,436.06
187,1,90.12,60,90.12
30,1,428.93,449,428.93
248,1,217.2,74,217.2
4,14,4008.85,3843,286.3464285714286
120,3,449.66999999999996,95,149.89
322,1,134.55,39,134.55
171,2,735.62,742,367.81
20,2,173.16,60,86.58
15,2,422.52,281,211.26
74,5,1375.71,666,275.142
6,10,3768.8,1831,376.88
4,2,398.78000000000003,179,199.39000000000001
80,4,1552.79,687,388.1975
2,2,583.24,354,291.62
148,4,675.64,332,168.91
8,1,921.37,394,921.37
121,3,258.88,89,86.29333333333334
132,1,127.1,52,127.1
39,2,327.6,117,163.8
126,10,717.4300000000001,280,71.74300000000001
70,2,541.51,407,270.755
18,3,576.8,246,192.26666666666665
147,1,455.3,320,455.3
20,4,913.6800000000001,312,228.42000000000002
226,3,478.53000000000003,243,159.51000000000002
17,1,388.58,354,388.58
41,1,199.8,60,199.8
52,3,1506.43,866,502.1433333333334
71,5,1406.59,561,281.318
5,1,324.57,279,324.57
23,1,240.68,160,240.68
174,1,448.83,361,448.83
26,13,6598.16,4811,507.5507692307692
41,6,945.19,773,157.53166666666667
49,1,48.480000000000004,96,48.480000000000004
22,1,216.39,159,216.39
6,5,1198.23,441,239.64600000000002
31,9,2920.16,892,324.4622222222222
307,1,104.76,202,104.76
30,3,971.28,606,323.76
154,1,298.48,148,298.48
22,1,112.46000000000001,66,112.46000000000001
13,9,1319.3400000000001,408,146.59333333333336
6,2,195.15,52,97.575
1,22,9360.65,5055,425.48409090909087
3,4,776.851,454,194.21275
27,3,1553.18,915,517.7266666666667
13,9,3709.56,1674,412.17333333333335
111,1,301.03,125,301.03
87,4,588.13,357,147.0325
74,4,1534.26,1188,383.565
45,2,675.8,766,337.9
17,7,2363.36,1612,337.6228571428572
15,2,1186.35,800,593.175
34,7,2978.96,1904,425.5657142857143
60,2,724.76,284,362.38
23,1,223.36,128,223.36
104,1,425.32,323,425.32
6,13,10342.77,5610,795.5976923076923
75,4,1887.2,1562,471.8
162,3,664.0,246,221.33333333333334
136,4,803.54,550,200.885
128,3,447.64000000000004,394,149.21333333333334
174,2,639.5,218,319.75
306,2,816.0,192,408.0
7,3,646.3,479,215.4333333333333
61,1,337.74,208,337.74
63,2,877.4399999999999,1200,438.71999999999997
213,1,560.67,324,560.67
15,4,748.5,343,187.125
160,5,1024.1000000000001,242,204.82000000000002
14,1,306.45,111,306.45
55,7,1256.5,872,179.5
287,2,309.8,236,154.9
76,1,138.14,106,138.14
21,1,386.43,157,386.43
138,2,2222.21,1654,1111.105
10,1,301.32,240,301.32
188,1,76.32000000000001,72,76.32000000000001
10,4,684.34,342,171.085
267,1,173.05,91,173.05
65,5,1972.89,1185,394.57800000000003
58,4,2726.23,1451,681.5575
43,4,2111.89,1274,527.9725
51,3,323.69,527,107.89666666666666
5,2,3267.84,2182,1633.92
19,1,657.23,319,657.23
23,1,352.7,184,352.7
124,2,260.26,398,130.13
10,2,1021.71,747,510.855
153,3,703.22,450,234.40666666666667
87,1,193.75,131,193.75
35,6,2241.18,984,373.53
90,2,254.1,84,127.05
71,1,111.0,204,111.0
222,1,136.8,72,136.8
37,9,4701.04,1164,522.3377777777778
237,2,409.98,212,204.99
3,8,2711.11,1015,338.88875
142,2,696.68,357,348.34
38,3,1210.06,648,403.3533333333333
235,1,211.5,66,211.5
110,4,2293.62,1028,573.405
171,1,143.1,62,143.1
34,4,1060.56,321,265.14
5,4,916.98,594,229.245
11,7,3235.25,1217,462.17857142857144
254,1,133.25,121,133.25
41,4,865.9100000000001,395,216.47750000000002
113,2,356.7,150,178.35
48,1,132.48000000000002,66,132.48000000000002
116,4,1101.1100000000001,738,275.27750000000003
204,1,150.3,70,150.3
3,13,5028.42,2717,386.8015384615385
6,5,2211.21,1023,442.242
335,1,190.7,73,190.7
171,2,218.25,73,109.125
77,6,4589.39,2625,764.8983333333334
183,1,85.0,28,85.0
36,3,1120.88,689,373.6266666666667
182,2,294.12,215,147.06
253,1,162.3,62,162.3
85,2,1339.45,346,669.725
49,6,1064.51,539,177.41833333333332
13,15,4495.52,2780,299.70133333333337
36,1,449.12,472,449.12
19,1,154.88,152,154.88
7,3,563.11,164,187.70333333333335
48,1,34.8,120,34.8
4,3,917.28,358,305.76
104,1,196.88,178,196.88
90,2,525.37,281,262.685
10,1,144.36,50,144.36
205,3,44534.3,18028,14844.766666666668
8,6,1935.52,1457,322.58666666666664
10,7,2626.6,1960,375.2285714285714
275,1,79.2,144,79.2
21,3,458.57,199,152.85666666666665
44,5,2076.7400000000002,1318,415.34800000000007
31,4,528.01,241,132.0025
36,2,714.42,491,357.21
188,3,253.04,60,84.34666666666666
35,2,583.75,251,291.875
2,2,1086.92,271,543.46
58,6,3279.97,2050,546.6616666666666
34,1,315.06,170,315.06
86,3,621.8299999999999,244,207.27666666666664
1,25,52848.72,27928,2113.9488
39,1,270.8,87,270.8
215,1,104.9,68,104.9
103,1,241.62,138,241.62
211,4,1047.11,378,261.7775
154,3,475.28000000000003,220,158.42666666666668
108,2,211.3,66,105.65
20,2,2164.34,720,1082.17
3,5,2328.9700000000003,1612,465.79400000000004
16,3,4919.0,3340,1639.6666666666667
31,1,479.1,282,479.1
328,1,351.3,438,351.3
14,2,1612.69,731,806.345
10,2,612.0,376,306.0
120,1,610.01,581,610.01
42,6,1883.76,640,313.96
83,3,2192.4,872,730.8000000000001
46,3,884.14,955,294.7133333333333
77,2,696.89,332,348.445
16,3,1063.95,570,354.65000000000003
21,1,415.82000000000005,290,415.82000000000005
7,10,3535.95,2012,353.59499999999997
2,16,5138.58,3217,321.16125
16,3,784.58,602,261.5266666666667
20,3,903.9,430,301.3
276,4,3651.27,1305,912.8175
6,5,515.77,301,103.154
49,4,1391.98,861,347.995
76,5,1773.8,760,354.76
77,5,1801.14,922,360.228
178,2,1303.9099999999999,603,651.9549999999999
6,3,1577.19,1035,525.73
34,5,2100.6,1856,420.12
19,4,1905.45,1357,476.3625
290,1,206.98,128,206.98
14,2,570.96,202,285.48
329,1,440.2,160,440.2
342,1,15.0,1,15.0
142,1,532.94,220,532.94
26,3,1654.31,963,551.4366666666666
43,14,1836.0900000000001,882,131.14928571428572
69,2,636.14,996,318.07
8,1,576.0,415,576.0
28,3,794.64,1092,264.88
224,1,836.79,465,836.79
40,4,2222.65,959,555.6625
14,4,954.09,439,238.5225
20,1,137.37,26,137.37
35,1,391.98,189,391.98
35,14,28333.58,15782,2023.827142857143
3,3,1048.49,675,349.49666666666667
29,2,355.56,396,177.78
43,4,1224.06,942,306.015
274,1,118.95000000000002,27,118.95000000000002
16,1,130.73999999999998,134,130.73999999999998
6,7,3410.48,1829,487.2114285714286
8,2,389.27,449,194.635
138,1,116.16,239,116.16
157,2,160.71,48,80.355
22,1,110.8,135,110.8
57,10,2839.94,819,283.994
107,5,712.24,470,142.448
15,21,13081.6,9004,622.9333333333334
30,4,1240.34,1070,310.085
11,8,965.16,437,120.645
16,4,1685.8,1337,421.45
82,3,659.73,499,219.91
163,1,9.2,2,9.2
37,4,1478.4,760,369.6
11,3,895.13,368,298.37666666666667
71,1,211.89,124,211.89
40,13,3298.58,1590,253.73692307692306
247,2,149.64,175,74.82
3,1,351.44,333,351.44
34,7,4405.88,2534,629.4114285714286
339,1,329.03000000000003,202,329.03000000000003
282,5,501.39000000000004,260,100.278
169,4,514.08,264,128.52
3,1,143.76,72,143.76
63,1,349.35,109,349.35
30,1,181.09,147,181.09
51,1,162.64,67,162.64
127,2,400.77,200,200.385
197,1,509.13,417,509.13
223,2,257.6,163,128.8
120,1,179.17,94,179.17
164,2,208.59,223,104.295
197,4,997.94,421,249.485
339,1,56.25,39,56.25
48,2,227.22,320,113.61
40,4,2520.36,1612,630.09
38,5,1388.2,459,277.64
147,2,477.59000000000003,237,238.79500000000002
144,1,191.94,98,191.94
35,6,851.77,643,141.96166666666667
148,2,264.62,185,132.31
47,6,965.85,419,160.975
218,1,123.1,42,123.1
161,2,334.23,153,167.115
339,1,214.07999999999998,175,214.07999999999998
124,3,163.55,94,54.51666666666667
143,1,323.03000000000003,162,323.03000000000003
343,1,369.5,138,369.5
343,1,127.08,122,127.08
164,1,207.15,93,207.15
37,1,426.63,139,426.63
58,7,2195.65,1931,313.6642857142857
41,2,728.27,616,364.135
209,1,108.03999999999999,114,108.03999999999999
34,1,145.35,73,145.35
82,5,404.58,240,80.916
60,15,6115.01,4728,407.6673333333334
281,1,35.8,4,35.8
104,1,337.44,232,337.44
247,1,325.1,50,325.1
335,1,181.0,52,181.0
53,1,1708.24,898,1708.24
14,1,644.24,439,644.24
41,1,237.04000000000002,168,237.04000000000002
2,4,1744.71,719,436.1775
256,1,375.16999999999996,174,375.16999999999996
4,4,781.91,391,195.4775
17,6,1237.54,691,206.25666666666666
13,13,3845.28,1849,295.79076923076923
2,1,428.89,211,428.89
44,1,104.35,33,104.35
15,1,280.04,172,280.04
337,1,156.19,74,156.19
289,1,161.9,60,161.9
20,2,531.1,92,265.55
274,1,314.1,116,314.1
23,11,3990.9,1616,362.8090909090909
337,1,307.82000000000005,106,307.82000000000005
9,7,3442.15,2262,491.7357142857143
54,1,371.01,243,371.01
135,2,427.64,275,213.82
9,1,355.63,310,355.63
47,1,1098.78,888,1098.78
59,3,2398.86,1560,799.62
47,7,2849.88,1530,407.1257142857143
331,3,1138.37,694,379.45666666666665
41,8,2050.71,1089,256.33875
93,2,1142.42,1086,571.21
91,6,1193.63,1365,198.93833333333336
14,2,792.11,443,396.055
3,3,1703.4,1179,567.8000000000001
25,1,414.27,173,414.27
58,6,1032.58,380,172.09666666666666
7,5,3080.22,2032,616.044
105,3,1793.9,595,597.9666666666667
153,2,275.41,117,137.705
181,1,101.4,84,101.4
18,4,1693.81,1388,423.4525
45,2,330.71,198,165.355
2,3,913.11,346,304.37
216,3,392.4,202,130.79999999999998
14,14,2702.84,1687,193.06
5,3,1415.29,799,471.7633333333333
15,42,31053.76,13188,739.375238095238
8,3,646.83,258,215.61
19,1,300.77,393,300.77
6,6,1180.48,465,196.74666666666667
17,1,211.88,102,211.88
9,2,408.90000000000003,190,204.45000000000002
17,9,3786.2400000000002,1733,420.6933333333334
35,1,518.8,290,518.8
230,1,602.63,255,602.63
16,3,719.81,358,239.93666666666664
13,1,236.09,243,236.09
62,6,934.62,1147,155.77
9,62,72708.09,40107,1172.711129032258
280,1,331.24,283,331.24
62,2,547.9,421,273.95
3,19,8356.95,3323,439.8394736842106
166,3,437.7,242,145.9
57,2,758.92,716,379.46
240,3,855.02,428,285.00666666666666
147,2,393.33,229,196.665
35,3,1313.55,684,437.84999999999997
1,3,3166.4,1584,1055.4666666666667
27,4,873.0,534,218.25
8,4,773.99,503,193.4975
90,4,1340.7,897,335.175
343,2,256.44,144,128.22
10,3,1074.81,763,358.27
144,1,137.9,278,137.9
24,1,362.06,282,362.06
3,2,1511.95,1793,755.975
